CHANNEL,ID,SALES,RETURNS,PROFIT
catalog channel,catalog_pageAAAAAAAAECGAAAAA,0.00,884893.16,-505197.27
catalog channel,catalog_pageAAAAAAAAECHAAAAA,0.00,945890.48,-564365.98
catalog channel,catalog_pageAAAAAAAAECIAAAAA,0.00,677641.46,-421976.08
catalog channel,catalog_pageAAAAAAAAECJAAAAA,0.00,357252.45,-186135.67
catalog channel,catalog_pageAAAAAAAAECKAAAAA,264834550.59,90912.96,-27374559.74
catalog channel,catalog_pageAAAAAAAAECLAAAAA,266453298.98,58174.23,-26980921.46
catalog channel,catalog_pageAAAAAAAAEDAAAAAA,0.00,13812750.52,-8106958.71
catalog channel,catalog_pageAAAAAAAAEDBAAAAA,0.00,13275523.56,-7624238.50
catalog channel,catalog_pageAAAAAAAAEDCAAAAA,534882690.97,4596468.37,-54742198.02
catalog channel,catalog_pageAAAAAAAAEDDAAAAA,265766130.78,1477316.97,-27984611.03
catalog channel,catalog_pageAAAAAAAAEDEAAAAA,265678732.42,1639096.65,-26656054.48
catalog channel,catalog_pageAAAAAAAAEDFAAAAA,0.00,908111.85,-540238.75
catalog channel,catalog_pageAAAAAAAAEDGAAAAA,0.00,938896.89,-552509.82
catalog channel,catalog_pageAAAAAAAAEDHAAAAA,0.00,935652.61,-542655.03
catalog channel,catalog_pageAAAAAAAAEDIAAAAA,0.00,723116.96,-443872.58
catalog channel,catalog_pageAAAAAAAAEDJAAAAA,0.00,381275.46,-228977.89
catalog channel,catalog_pageAAAAAAAAEDKAAAAA,266288453.90,72592.30,-25855002.66
catalog channel,catalog_pageAAAAAAAAEDLAAAAA,264628367.45,66842.85,-27562882.79
catalog channel,catalog_pageAAAAAAAAEEAAAAAA,0.00,13732966.76,-7862532.09
catalog channel,catalog_pageAAAAAAAAEEBAAAAA,0.00,13422275.92,-7731827.08
catalog channel,catalog_pageAAAAAAAAEECAAAAA,532799401.21,4450441.63,-53997989.04
catalog channel,catalog_pageAAAAAAAAEEDAAAAA,266432041.66,1432686.83,-26779702.28
catalog channel,catalog_pageAAAAAAAAEEEAAAAA,265442271.24,1535156.42,-28047114.11
catalog channel,catalog_pageAAAAAAAAEEFAAAAA,0.00,1001173.51,-561835.14
catalog channel,catalog_pageAAAAAAAAEEGAAAAA,0.00,887519.82,-574845.20
catalog channel,catalog_pageAAAAAAAAEEHAAAAA,0.00,729059.41,-450963.62
catalog channel,catalog_pageAAAAAAAAEEIAAAAA,0.00,723095.64,-407302.30
catalog channel,catalog_pageAAAAAAAAEEJAAAAA,0.00,349039.98,-187746.09
catalog channel,catalog_pageAAAAAAAAEEKAAAAA,267611470.30,74277.50,-26565556.97
catalog channel,catalog_pageAAAAAAAAEELAAAAA,263946168.96,63123.96,-27346703.74
catalog channel,catalog_pageAAAAAAAAEFAAAAAA,0.00,13569107.72,-8065143.18
catalog channel,catalog_pageAAAAAAAAEFBAAAAA,0.00,13484094.19,-8034103.38
catalog channel,catalog_pageAAAAAAAAEFCAAAAA,534048443.81,4654488.25,-54814121.86
catalog channel,catalog_pageAAAAAAAAEFDAAAAA,267180855.32,1543745.10,-27154073.91
catalog channel,catalog_pageAAAAAAAAEFEAAAAA,264285721.61,1563477.21,-29310092.42
catalog channel,catalog_pageAAAAAAAAEFFAAAAA,0.00,1064708.18,-608612.26
catalog channel,catalog_pageAAAAAAAAEFGAAAAA,0.00,1043744.80,-566972.02
catalog channel,catalog_pageAAAAAAAAEFHAAAAA,0.00,784686.08,-466509.06
catalog channel,catalog_pageAAAAAAAAEFIAAAAA,0.00,630267.19,-387959.06
catalog channel,catalog_pageAAAAAAAAEFJAAAAA,0.00,346437.78,-192728.65
catalog channel,catalog_pageAAAAAAAAEFKAAAAA,266026639.26,54332.51,-26870903.02
catalog channel,catalog_pageAAAAAAAAEFLAAAAA,265684400.06,88236.41,-27459199.78
catalog channel,catalog_pageAAAAAAAAEGAAAAAA,0.00,13050963.70,-7768085.34
catalog channel,catalog_pageAAAAAAAAEGBAAAAA,0.00,13335670.15,-7849952.69
catalog channel,catalog_pageAAAAAAAAEGCAAAAA,533261071.83,4413241.91,-55972097.25
catalog channel,catalog_pageAAAAAAAAEGDAAAAA,266093260.63,1639718.37,-27751083.43
catalog channel,catalog_pageAAAAAAAAEGEAAAAA,0.00,995341.27,-600866.40
catalog channel,catalog_pageAAAAAAAAEGFAAAAA,0.00,909737.79,-558948.72
catalog channel,catalog_pageAAAAAAAAEGGAAAAA,0.00,977300.25,-555519.82
catalog channel,catalog_pageAAAAAAAAEGHAAAAA,0.00,611136.05,-362934.51
catalog channel,catalog_pageAAAAAAAAEGIAAAAA,0.00,606786.16,-387788.08
catalog channel,catalog_pageAAAAAAAAEGJAAAAA,0.00,278161.50,-187421.78
catalog channel,catalog_pageAAAAAAAAEGKAAAAA,268117625.75,100938.40,-25690650.77
catalog channel,catalog_pageAAAAAAAAEGLAAAAA,265122588.90,97403.97,-26950698.08
catalog channel,catalog_pageAAAAAAAAEHAAAAAA,0.00,13505880.81,-7970014.06
catalog channel,catalog_pageAAAAAAAAEHBAAAAA,531323507.52,4849318.03,-55280892.45
catalog channel,catalog_pageAAAAAAAAEHCAAAAA,530172671.90,4611371.28,-55396584.08
catalog channel,catalog_pageAAAAAAAAEHDAAAAA,267847359.65,1553761.43,-27018203.46
catalog channel,catalog_pageAAAAAAAAEHEAAAAA,0.00,1116927.47,-677306.80
catalog channel,catalog_pageAAAAAAAAEHFAAAAA,0.00,1113472.72,-616218.58
catalog channel,catalog_pageAAAAAAAAEHGAAAAA,0.00,1005102.30,-577686.48
catalog channel,catalog_pageAAAAAAAAEHHAAAAA,0.00,626066.07,-381177.01
catalog channel,catalog_pageAAAAAAAAEHIAAAAA,0.00,708017.94,-421523.25
catalog channel,catalog_pageAAAAAAAAEHJAAAAA,0.00,373877.99,-213941.08
catalog channel,catalog_pageAAAAAAAAEHKAAAAA,269423261.35,92857.86,-25341363.50
catalog channel,catalog_pageAAAAAAAAEHLAAAAA,266614286.88,98952.32,-26850971.29
catalog channel,catalog_pageAAAAAAAAEIAAAAAA,0.00,13189738.16,-7806582.21
catalog channel,catalog_pageAAAAAAAAEIBAAAAA,531722321.67,4657474.49,-55917687.05
catalog channel,catalog_pageAAAAAAAAEICAAAAA,533709331.71,4759254.97,-55425666.50
catalog channel,catalog_pageAAAAAAAAEIDAAAAA,265728912.10,1612916.99,-29072854.47
catalog channel,catalog_pageAAAAAAAAEIEAAAAA,0.00,1005750.29,-571433.06
catalog channel,catalog_pageAAAAAAAAEIFAAAAA,0.00,1054787.62,-583037.69
catalog channel,catalog_pageAAAAAAAAEIGAAAAA,0.00,1003702.72,-560348.65
catalog channel,catalog_pageAAAAAAAAEIHAAAAA,0.00,758899.93,-435187.27
catalog channel,catalog_pageAAAAAAAAEIIAAAAA,0.00,679064.37,-378875.09
catalog channel,catalog_pageAAAAAAAAEIJAAAAA,0.00,421305.69,-252783.01
catalog channel,catalog_pageAAAAAAAAEIKAAAAA,265148928.79,83871.89,-27411884.11
catalog channel,catalog_pageAAAAAAAAEILAAAAA,267512097.43,126777.43,-26629935.70
catalog channel,catalog_pageAAAAAAAAEJAAAAAA,0.00,13587845.70,-7851148.59
catalog channel,catalog_pageAAAAAAAAEJBAAAAA,531807232.68,4590334.68,-55104143.36
catalog channel,catalog_pageAAAAAAAAEJCAAAAA,530458730.05,4305716.57,-55934700.54
catalog channel,catalog_pageAAAAAAAAEJDAAAAA,264864472.50,1528846.47,-26720696.47
catalog channel,catalog_pageAAAAAAAAEJEAAAAA,0.00,924638.78,-555203.63
catalog channel,catalog_pageAAAAAAAAEJFAAAAA,0.00,1087774.07,-618583.80
catalog channel,catalog_pageAAAAAAAAEJGAAAAA,0.00,991298.20,-540052.63
catalog channel,catalog_pageAAAAAAAAEJHAAAAA,0.00,740487.22,-389538.66
catalog channel,catalog_pageAAAAAAAAEJIAAAAA,0.00,730536.92,-423587.76
catalog channel,catalog_pageAAAAAAAAEJJAAAAA,0.00,303614.60,-197173.59
catalog channel,catalog_pageAAAAAAAAEJKAAAAA,265340046.37,122102.26,-27115971.12
catalog channel,catalog_pageAAAAAAAAEKAAAAAA,0.00,13439248.00,-7800800.19
catalog channel,catalog_pageAAAAAAAAEKBAAAAA,528215139.28,4614395.47,-56710297.58
catalog channel,catalog_pageAAAAAAAAEKCAAAAA,533124179.24,4478034.23,-57038944.11
catalog channel,catalog_pageAAAAAAAAEKDAAAAA,266995134.20,1448374.71,-28050383.66
catalog channel,catalog_pageAAAAAAAAEKEAAAAA,0.00,922920.85,-553978.15
catalog channel,catalog_pageAAAAAAAAEKFAAAAA,0.00,988302.09,-621571.54
catalog channel,catalog_pageAAAAAAAAEKGAAAAA,0.00,1011609.68,-592562.14
catalog channel,catalog_pageAAAAAAAAEKHAAAAA,0.00,749247.39,-453029.06
catalog channel,catalog_pageAAAAAAAAEKIAAAAA,0.00,751942.65,-444499.10
catalog channel,catalog_pageAAAAAAAAEKJAAAAA,0.00,343060.75,-207289.23
catalog channel,catalog_pageAAAAAAAAEKKAAAAA,265859966.46,53166.10,-26195862.12
catalog channel,catalog_pageAAAAAAAAELAAAAAA,0.00,13513665.60,-7816462.69
catalog channel,catalog_pageAAAAAAAAELBAAAAA,532686555.67,4615226.01,-56235141.27
catalog channel,catalog_pageAAAAAAAAELCAAAAA,533177749.29,4614565.38,-56776068.48
catalog channel,catalog_pageAAAAAAAAELDAAAAA,264784074.44,1482528.62,-27712864.38
catalog channel,catalog_pageAAAAAAAAELEAAAAA,0.00,1093853.97,-630723.71
catalog channel,catalog_pageAAAAAAAAELFAAAAA,0.00,1053434.93,-646479.13
catalog channel,catalog_pageAAAAAAAAELGAAAAA,0.00,1064152.48,-615437.70
catalog channel,catalog_pageAAAAAAAAELHAAAAA,0.00,610297.85,-364829.10
catalog channel,catalog_pageAAAAAAAAELIAAAAA,0.00,348012.51,-205945.02
catalog channel,catalog_pageAAAAAAAAELJAAAAA,0.00,355870.20,-203074.93
catalog channel,catalog_pageAAAAAAAAELKAAAAA,266884223.83,104457.85,-26265199.09
catalog channel,catalog_pageAAAAAAAAEMAAAAAA,0.00,13519518.91,-7740446.20
catalog channel,catalog_pageAAAAAAAAEMBAAAAA,527967366.36,4877968.38,-56766515.83
catalog channel,catalog_pageAAAAAAAAEMCAAAAA,530973569.69,4367865.94,-55604909.88
catalog channel,catalog_pageAAAAAAAAEMDAAAAA,265924010.48,1499278.02,-27258069.36
catalog channel,catalog_pageAAAAAAAAEMEAAAAA,0.00,963987.86,-539723.53
catalog channel,catalog_pageAAAAAAAAEMFAAAAA,0.00,1019292.23,-608046.12
catalog channel,catalog_pageAAAAAAAAEMGAAAAA,0.00,975436.69,-552327.65
catalog channel,catalog_pageAAAAAAAAEMHAAAAA,0.00,645879.10,-379055.59
catalog channel,catalog_pageAAAAAAAAEMIAAAAA,0.00,380278.88,-222955.33
catalog channel,catalog_pageAAAAAAAAEMJAAAAA,0.00,387284.56,-220721.86
catalog channel,catalog_pageAAAAAAAAEMKAAAAA,264506152.34,104010.29,-26272314.06
catalog channel,catalog_pageAAAAAAAAENAAAAAA,0.00,13777116.04,-8053636.58
catalog channel,catalog_pageAAAAAAAAENBAAAAA,534354220.89,4424318.32,-55776955.82
catalog channel,catalog_pageAAAAAAAAENCAAAAA,536044027.70,4414719.55,-54928064.99
catalog channel,catalog_pageAAAAAAAAENDAAAAA,265739585.83,1598960.92,-27907407.50
catalog channel,catalog_pageAAAAAAAAENEAAAAA,0.00,968715.36,-570252.44
catalog channel,catalog_pageAAAAAAAAENFAAAAA,0.00,914654.68,-577242.29
catalog channel,catalog_pageAAAAAAAAENGAAAAA,0.00,1038977.89,-618757.84
catalog channel,catalog_pageAAAAAAAAENHAAAAA,0.00,763690.43,-449166.86
catalog channel,catalog_pageAAAAAAAAENIAAAAA,0.00,435095.67,-251707.27
catalog channel,catalog_pageAAAAAAAAENJAAAAA,0.00,353869.01,-234511.94
catalog channel,catalog_pageAAAAAAAAENKAAAAA,265685816.57,74494.24,-26075563.80
catalog channel,catalog_pageAAAAAAAAEOAAAAAA,0.00,13775102.13,-7846804.95
catalog channel,catalog_pageAAAAAAAAEOBAAAAA,531853055.82,4424306.92,-55612072.79
catalog channel,catalog_pageAAAAAAAAEOCAAAAA,527161258.01,4439503.10,-56677466.34
catalog channel,catalog_pageAAAAAAAAEODAAAAA,265766996.34,1541214.73,-27000356.70
catalog channel,catalog_pageAAAAAAAAEOEAAAAA,0.00,960484.43,-558258.09
catalog channel,catalog_pageAAAAAAAAEOFAAAAA,0.00,971267.75,-585679.76
catalog channel,catalog_pageAAAAAAAAEOGAAAAA,0.00,972704.50,-572274.53
catalog channel,catalog_pageAAAAAAAAEOHAAAAA,0.00,676427.96,-372406.72
catalog channel,catalog_pageAAAAAAAAEOIAAAAA,0.00,305174.44,-185305.07
catalog channel,catalog_pageAAAAAAAAEOJAAAAA,0.00,401042.22,-224033.19
catalog channel,catalog_pageAAAAAAAAEOKAAAAA,265504639.23,98534.85,-27136975.33
catalog channel,catalog_pageAAAAAAAAEPAAAAAA,0.00,13016348.20,-7667751.71
catalog channel,catalog_pageAAAAAAAAEPBAAAAA,532862646.33,4593885.80,-55638730.84
catalog channel,catalog_pageAAAAAAAAEPCAAAAA,267438863.87,1378833.12,-26358002.74
catalog channel,catalog_pageAAAAAAAAEPDAAAAA,265835279.50,1544041.84,-28002889.37
catalog channel,catalog_pageAAAAAAAAEPEAAAAA,0.00,1034237.12,-585319.74
catalog channel,catalog_pageAAAAAAAAEPFAAAAA,0.00,984244.77,-590280.29
catalog channel,catalog_pageAAAAAAAAEPGAAAAA,0.00,1154327.61,-641131.71
catalog channel,catalog_pageAAAAAAAAEPHAAAAA,0.00,746965.88,-415538.27
catalog channel,catalog_pageAAAAAAAAEPIAAAAA,0.00,377747.20,-209412.71
catalog channel,catalog_pageAAAAAAAAEPJAAAAA,0.00,429830.86,-216770.68
catalog channel,catalog_pageAAAAAAAAEPKAAAAA,263764657.89,137533.83,-26019372.72
catalog channel,catalog_pageAAAAAAAAFAAAAAAA,0.00,13718827.49,-7960288.14
catalog channel,catalog_pageAAAAAAAAFABAAAAA,0.00,13258396.89,-7670940.20
catalog channel,catalog_pageAAAAAAAAFACAAAAA,532872990.32,4439729.03,-55160511.31
catalog channel,catalog_pageAAAAAAAAFADAAAAA,263367981.71,1500038.04,-28666384.25
catalog channel,catalog_pageAAAAAAAAFAEAAAAA,266706402.27,1555305.24,-26972711.34
catalog channel,catalog_pageAAAAAAAAFAFAAAAA,0.00,1105472.07,-662465.50
catalog channel,catalog_pageAAAAAAAAFAGAAAAA,0.00,995444.31,-553079.79
catalog channel,catalog_pageAAAAAAAAFAHAAAAA,0.00,1062766.82,-667853.07
catalog channel,catalog_pageAAAAAAAAFAIAAAAA,0.00,636083.23,-398973.88
catalog channel,catalog_pageAAAAAAAAFAJAAAAA,0.00,382038.90,-225934.26
catalog channel,catalog_pageAAAAAAAAFAKAAAAA,0.00,312949.38,-190960.65
catalog channel,catalog_pageAAAAAAAAFALAAAAA,266887400.30,99829.55,-27641606.15
catalog channel,catalog_pageAAAAAAAAFBAAAAAA,0.00,13461885.36,-7750994.91
catalog channel,catalog_pageAAAAAAAAFBBAAAAA,0.00,13701564.30,-7878529.84
catalog channel,catalog_pageAAAAAAAAFBCAAAAA,536796219.85,4618150.47,-53997501.38
catalog channel,catalog_pageAAAAAAAAFBDAAAAA,267198751.24,1495846.09,-26820691.92
catalog channel,catalog_pageAAAAAAAAFBEAAAAA,263604452.00,1495164.79,-27934856.13
catalog channel,catalog_pageAAAAAAAAFBFAAAAA,0.00,1081883.75,-627766.89
catalog channel,catalog_pageAAAAAAAAFBGAAAAA,0.00,895916.09,-551036.31
catalog channel,catalog_pageAAAAAAAAFBHAAAAA,0.00,1046312.10,-615914.64
catalog channel,catalog_pageAAAAAAAAFBIAAAAA,0.00,664522.79,-395535.95
catalog channel,catalog_pageAAAAAAAAFBJAAAAA,0.00,495350.74,-270167.21
catalog channel,catalog_pageAAAAAAAAFBKAAAAA,0.00,327634.32,-219948.36
catalog channel,catalog_pageAAAAAAAAFBLAAAAA,265478967.50,94326.91,-25530326.06
catalog channel,catalog_pageAAAAAAAAFCAAAAAA,0.00,13371339.65,-7822441.66
catalog channel,catalog_pageAAAAAAAAFCBAAAAA,0.00,13782242.04,-8090821.00
catalog channel,catalog_pageAAAAAAAAFCCAAAAA,530874607.37,4621390.40,-55060784.69
catalog channel,catalog_pageAAAAAAAAFCDAAAAA,267049510.73,1441525.77,-26231197.07
catalog channel,catalog_pageAAAAAAAAFCEAAAAA,263720483.38,1427466.26,-27303037.54
catalog channel,catalog_pageAAAAAAAAFCFAAAAA,0.00,919585.34,-533286.91
catalog channel,catalog_pageAAAAAAAAFCGAAAAA,0.00,1005624.12,-542715.86
catalog channel,catalog_pageAAAAAAAAFCHAAAAA,0.00,969487.41,-543609.16
catalog channel,catalog_pageAAAAAAAAFCIAAAAA,0.00,785935.39,-449392.08
catalog channel,catalog_pageAAAAAAAAFCJAAAAA,0.00,358638.35,-195832.83
catalog channel,catalog_pageAAAAAAAAFCKAAAAA,268928426.27,65906.94,-25914022.61
catalog channel,catalog_pageAAAAAAAAFCLAAAAA,265740182.19,132687.01,-26131976.34
catalog channel,catalog_pageAAAAAAAAFDAAAAAA,0.00,13363842.63,-7844684.33
catalog channel,catalog_pageAAAAAAAAFDBAAAAA,0.00,13047049.98,-7779005.83
catalog channel,catalog_pageAAAAAAAAFDCAAAAA,531665585.13,4722662.17,-54628577.02
catalog channel,catalog_pageAAAAAAAAFDDAAAAA,267571533.22,1545015.20,-27788220.41
catalog channel,catalog_pageAAAAAAAAFDEAAAAA,265899673.99,1696615.16,-28109141.13
catalog channel,catalog_pageAAAAAAAAFDFAAAAA,0.00,1033165.44,-588446.28
catalog channel,catalog_pageAAAAAAAAFDGAAAAA,0.00,1026219.04,-555664.90
catalog channel,catalog_pageAAAAAAAAFDHAAAAA,0.00,1050151.32,-603727.46
catalog channel,catalog_pageAAAAAAAAFDIAAAAA,0.00,648817.56,-389955.22
catalog channel,catalog_pageAAAAAAAAFDJAAAAA,0.00,391522.77,-242528.11
catalog channel,catalog_pageAAAAAAAAFDKAAAAA,265133750.73,73333.97,-26635956.16
catalog channel,catalog_pageAAAAAAAAFDLAAAAA,265620534.90,106384.93,-25695879.52
catalog channel,catalog_pageAAAAAAAAFEAAAAAA,0.00,13653248.25,-7824651.57
catalog channel,catalog_pageAAAAAAAAFEBAAAAA,0.00,13058789.37,-7527751.92
catalog channel,catalog_pageAAAAAAAAFECAAAAA,532991827.41,4474722.71,-55491754.51
catalog channel,catalog_pageAAAAAAAAFEDAAAAA,265199030.25,1439659.85,-27048841.89
catalog channel,catalog_pageAAAAAAAAFEEAAAAA,264698307.03,1465293.81,-27858166.04
catalog channel,catalog_pageAAAAAAAAFEFAAAAA,0.00,1010815.58,-606362.39
catalog channel,catalog_pageAAAAAAAAFEGAAAAA,0.00,931446.23,-510465.10
catalog channel,catalog_pageAAAAAAAAFEHAAAAA,0.00,733604.56,-433111.14
catalog channel,catalog_pageAAAAAAAAFEIAAAAA,0.00,713477.16,-384779.90
catalog channel,catalog_pageAAAAAAAAFEJAAAAA,0.00,375882.80,-223830.89
catalog channel,catalog_pageAAAAAAAAFEKAAAAA,263905260.42,85616.55,-26944084.63
catalog channel,catalog_pageAAAAAAAAFELAAAAA,265706702.80,53651.46,-26481056.96
catalog channel,catalog_pageAAAAAAAAFFAAAAAA,0.00,13377161.77,-7782304.38
catalog channel,catalog_pageAAAAAAAAFFBAAAAA,0.00,13839766.80,-8068777.74
catalog channel,catalog_pageAAAAAAAAFFCAAAAA,531727775.49,4398757.69,-56193507.09
catalog channel,catalog_pageAAAAAAAAFFDAAAAA,264629091.18,1509580.46,-27539152.57
catalog channel,catalog_pageAAAAAAAAFFEAAAAA,263461256.13,1563621.93,-29454908.39
catalog channel,catalog_pageAAAAAAAAFFFAAAAA,0.00,911580.94,-529921.20
catalog channel,catalog_pageAAAAAAAAFFGAAAAA,0.00,930139.65,-546348.09
catalog channel,catalog_pageAAAAAAAAFFHAAAAA,0.00,693481.55,-427832.87
catalog channel,catalog_pageAAAAAAAAFFIAAAAA,0.00,734115.92,-428065.57
catalog channel,catalog_pageAAAAAAAAFFJAAAAA,0.00,308136.51,-185145.20
catalog channel,catalog_pageAAAAAAAAFFKAAAAA,266645384.48,74807.49,-26607351.44
catalog channel,catalog_pageAAAAAAAAFFLAAAAA,265001686.82,82974.41,-28598296.42
catalog channel,catalog_pageAAAAAAAAFGAAAAAA,0.00,13693070.32,-7841269.68
catalog channel,catalog_pageAAAAAAAAFGBAAAAA,0.00,13161591.84,-7766087.78
catalog channel,catalog_pageAAAAAAAAFGCAAAAA,530743108.56,4589886.19,-56262752.37
catalog channel,catalog_pageAAAAAAAAFGDAAAAA,266884349.59,1427452.37,-28565593.76
catalog channel,catalog_pageAAAAAAAAFGEAAAAA,0.00,1085764.90,-625448.88
catalog channel,catalog_pageAAAAAAAAFGFAAAAA,0.00,1046780.53,-574401.88
catalog channel,catalog_pageAAAAAAAAFGGAAAAA,0.00,899344.99,-513233.15
catalog channel,catalog_pageAAAAAAAAFGHAAAAA,0.00,650093.96,-379192.56
catalog channel,catalog_pageAAAAAAAAFGIAAAAA,0.00,699750.32,-429326.30
catalog channel,catalog_pageAAAAAAAAFGJAAAAA,0.00,334566.32,-202643.48
catalog channel,catalog_pageAAAAAAAAFGKAAAAA,265335073.90,96168.86,-28406155.83
catalog channel,catalog_pageAAAAAAAAFGLAAAAA,263957339.13,86567.12,-26575233.20
catalog channel,catalog_pageAAAAAAAAFHAAAAAA,0.00,13119569.84,-7765553.12
catalog channel,catalog_pageAAAAAAAAFHBAAAAA,533530485.11,4587426.58,-55500230.98
catalog channel,catalog_pageAAAAAAAAFHCAAAAA,529692890.87,4444657.13,-54991850.52
catalog channel,catalog_pageAAAAAAAAFHDAAAAA,266061423.63,1476547.32,-28086072.44
catalog channel,catalog_pageAAAAAAAAFHEAAAAA,0.00,1034465.94,-581409.48
catalog channel,catalog_pageAAAAAAAAFHFAAAAA,0.00,1009320.44,-611041.92
catalog channel,catalog_pageAAAAAAAAFHGAAAAA,0.00,1030992.19,-594837.41
catalog channel,catalog_pageAAAAAAAAFHHAAAAA,0.00,616445.13,-374393.69
catalog channel,catalog_pageAAAAAAAAFHIAAAAA,0.00,649571.06,-373231.51
catalog channel,catalog_pageAAAAAAAAFHJAAAAA,0.00,396075.77,-235188.61
catalog channel,catalog_pageAAAAAAAAFHKAAAAA,265932511.14,75957.64,-25718032.08
catalog channel,catalog_pageAAAAAAAAFHLAAAAA,264757939.01,61794.15,-26697397.18
catalog channel,catalog_pageAAAAAAAAFIAAAAAA,0.00,13375875.12,-7694721.67
catalog channel,catalog_pageAAAAAAAAFIBAAAAA,530559326.51,4413541.29,-55353140.34
catalog channel,catalog_pageAAAAAAAAFICAAAAA,534832542.77,4623555.43,-55013333.82
catalog channel,catalog_pageAAAAAAAAFIDAAAAA,266131316.08,1718936.59,-26904268.39
catalog channel,catalog_pageAAAAAAAAFIEAAAAA,0.00,982101.48,-551560.53
catalog channel,catalog_pageAAAAAAAAFIFAAAAA,0.00,1034742.38,-595730.80
catalog channel,catalog_pageAAAAAAAAFIGAAAAA,0.00,939447.15,-575789.84
catalog channel,catalog_pageAAAAAAAAFIHAAAAA,0.00,664402.61,-380032.00
catalog channel,catalog_pageAAAAAAAAFIIAAAAA,0.00,737996.65,-428812.20
catalog channel,catalog_pageAAAAAAAAFIJAAAAA,0.00,341290.86,-196344.55
catalog channel,catalog_pageAAAAAAAAFIKAAAAA,268030227.29,97295.71,-26289446.05
catalog channel,catalog_pageAAAAAAAAFILAAAAA,264750957.79,86396.90,-27393065.57
catalog channel,catalog_pageAAAAAAAAFJAAAAAA,0.00,13155699.29,-7677836.68
catalog channel,catalog_pageAAAAAAAAFJBAAAAA,530574392.80,4422396.46,-56442974.46
catalog channel,catalog_pageAAAAAAAAFJCAAAAA,533254489.33,4396891.69,-55324134.02
catalog channel,catalog_pageAAAAAAAAFJDAAAAA,264445384.15,1545183.82,-28185869.77
catalog channel,catalog_pageAAAAAAAAFJEAAAAA,0.00,1003940.72,-580579.39
catalog channel,catalog_pageAAAAAAAAFJFAAAAA,0.00,1015066.25,-613835.87
catalog channel,catalog_pageAAAAAAAAFJGAAAAA,0.00,1001414.69,-602869.78
catalog channel,catalog_pageAAAAAAAAFJHAAAAA,0.00,665788.49,-362635.98
catalog channel,catalog_pageAAAAAAAAFJIAAAAA,0.00,690742.34,-400288.52
catalog channel,catalog_pageAAAAAAAAFJJAAAAA,0.00,387152.81,-230728.39
catalog channel,catalog_pageAAAAAAAAFJKAAAAA,269488568.12,79404.16,-26393711.57
catalog channel,catalog_pageAAAAAAAAFKAAAAAA,0.00,13400330.94,-7675430.40
catalog channel,catalog_pageAAAAAAAAFKBAAAAA,530149383.12,4641717.34,-56566797.57
catalog channel,catalog_pageAAAAAAAAFKCAAAAA,532191063.31,4554528.02,-56734142.86
catalog channel,catalog_pageAAAAAAAAFKDAAAAA,266449440.32,1553875.72,-27907185.40
catalog channel,catalog_pageAAAAAAAAFKEAAAAA,0.00,1038218.08,-623744.86
catalog channel,catalog_pageAAAAAAAAFKFAAAAA,0.00,1036849.75,-624637.32
catalog channel,catalog_pageAAAAAAAAFKGAAAAA,0.00,1017591.80,-618926.04
catalog channel,catalog_pageAAAAAAAAFKHAAAAA,0.00,665136.67,-389669.48
catalog channel,catalog_pageAAAAAAAAFKIAAAAA,0.00,710899.11,-414187.49
catalog channel,catalog_pageAAAAAAAAFKJAAAAA,0.00,325749.77,-200147.37
catalog channel,catalog_pageAAAAAAAAFKKAAAAA,263204666.33,92877.92,-26504824.51
catalog channel,catalog_pageAAAAAAAAFLAAAAAA,0.00,13260684.47,-7663276.84
catalog channel,catalog_pageAAAAAAAAFLBAAAAA,531300208.53,4297275.04,-54992686.34
catalog channel,catalog_pageAAAAAAAAFLCAAAAA,533281163.84,4325936.42,-55000908.66
catalog channel,catalog_pageAAAAAAAAFLDAAAAA,268089630.13,1478429.17,-26921154.79
catalog channel,catalog_pageAAAAAAAAFLEAAAAA,0.00,962323.26,-605147.95
catalog channel,catalog_pageAAAAAAAAFLFAAAAA,0.00,927429.18,-520375.94
catalog channel,catalog_pageAAAAAAAAFLGAAAAA,0.00,1032620.26,-611285.73
catalog channel,catalog_pageAAAAAAAAFLHAAAAA,0.00,714121.39,-408699.69
catalog channel,catalog_pageAAAAAAAAFLIAAAAA,0.00,406819.71,-227987.34
catalog channel,catalog_pageAAAAAAAAFLJAAAAA,0.00,441564.19,-276836.30
catalog channel,catalog_pageAAAAAAAAFLKAAAAA,264896751.43,71447.58,-27535850.17
catalog channel,catalog_pageAAAAAAAAFMAAAAAA,0.00,13148999.23,-7823339.64
catalog channel,catalog_pageAAAAAAAAFMBAAAAA,531378719.02,4537943.19,-55951299.88
catalog channel,catalog_pageAAAAAAAAFMCAAAAA,533951312.99,4390293.19,-54451944.39
catalog channel,catalog_pageAAAAAAAAFMDAAAAA,268747955.89,1552501.85,-26877689.89
catalog channel,catalog_pageAAAAAAAAFMEAAAAA,0.00,997974.56,-594240.12
catalog channel,catalog_pageAAAAAAAAFMFAAAAA,0.00,1088294.65,-633419.92
catalog channel,catalog_pageAAAAAAAAFMGAAAAA,0.00,1058529.17,-579586.76
catalog channel,catalog_pageAAAAAAAAFMHAAAAA,0.00,756939.12,-436412.21
catalog channel,catalog_pageAAAAAAAAFMIAAAAA,0.00,440484.60,-229161.91
catalog channel,catalog_pageAAAAAAAAFMJAAAAA,0.00,275931.21,-204695.83
